,TOTSQFT_C,YEARMADERANGE,ROOFTYPE,TREESHAD,MONEYPY,KWH_C
8637,5,6,6,0,9,10.0
7090,5,6,6,0,10,4.0
6747,5,6,6,0,11,6.0
1602,5,6,6,0,15,5.0
2869,5,6,6,1,6,6.0
1844,5,6,6,1,9,2.0
5392,5,6,6,1,9,3.0
6463,5,6,6,1,11,4.0
9682,5,6,7,0,9,1.0
2212,5,6,7,0,20,11.0
400,5,7,-2,0,12,3.0
1875,5,7,-2,0,18,3.0
2472,5,7,-2,0,18,3.0
8682,5,7,-2,1,9,1.0
11367,5,7,-2,1,12,1.0
2680,5,7,1,0,23,6.0
10569,5,7,1,1,23,1.0
6997,5,7,2,0,6,2.0
785,5,7,2,1,8,2.0
2033,5,7,3,0,7,1.0
9363,5,7,3,0,7,6.0
11564,5,7,3,0,11,1.0
4326,5,7,3,1,5,5.0
2088,5,7,3,1,7,4.0
6789,5,7,3,1,14,8.0
1439,5,7,5,0,2,5.0
9883,5,7,5,0,6,2.0
11839,5,7,5,0,6,3.0
8427,5,7,5,0,7,2.0
6942,5,7,5,0,7,10.0
9765,5,7,5,0,8,6.0
3487,5,7,5,0,9,4.0
9772,5,7,5,0,10,1.0
1010,5,7,5,0,11,4.0
8094,5,7,5,0,11,7.0
8715,5,7,5,0,13,2.0
9851,5,7,5,0,13,3.0
3370,5,7,5,0,14,3.0
10352,5,7,5,0,15,5.0
10167,5,7,5,0,17,4.0
7429,5,7,5,0,19,4.0
2446,5,7,5,0,23,7.0
2123,5,7,5,1,9,5.0
38,5,7,5,1,9,11.0
6978,5,7,5,1,11,5.0
428,5,7,5,1,13,3.0
10804,5,7,5,1,18,8.0
3633,5,7,6,0,10,5.0
9529,5,7,6,0,11,8.0
9816,5,7,6,0,19,2.0
5734,5,7,6,1,13,6.0
5009,5,8,-2,0,24,3.0
6221,5,8,1,0,19,1.0
5118,5,8,3,1,8,8.0
9584,5,8,5,0,2,7.0
5887,5,8,5,0,4,7.0
10772,5,8,5,0,7,2.0
2065,5,8,5,0,7,4.0
6620,5,8,5,0,7,7.0
4214,5,8,5,0,7,14.0
327,5,8,5,0,8,8.0
342,5,8,5,0,9,4.0
1330,5,8,5,0,11,4.0
3770,5,8,5,0,11,4.0
1912,5,8,5,0,11,6.0
104,5,8,5,0,12,4.0
1263,5,8,5,0,13,6.0
194,5,8,5,0,19,2.0
4762,5,8,5,0,19,5.0
6064,5,8,5,0,24,11.0
11627,5,8,5,1,8,5.0
872,5,8,5,1,12,3.0
2891,5,8,5,1,18,4.0
8230,5,8,6,0,5,4.0
3792,5,8,6,0,13,5.0
3603,5,8,6,0,24,3.0
1960,6,1,-2,1,24,1.0
12045,6,1,2,1,10,3.0
4878,6,1,2,1,21,2.0
1196,6,1,3,0,5,1.0
2331,6,1,3,0,5,3.0
6234,6,1,3,0,10,2.0
1451,6,1,3,0,17,4.0
7126,6,1,3,1,7,6.0
9595,6,1,3,1,8,6.0
7405,6,1,3,1,9,5.0
6770,6,1,5,0,1,1.0
2549,6,1,5,0,5,3.0
1604,6,1,5,0,6,11.0
4634,6,1,5,0,7,1.0
8388,6,1,5,0,7,1.0
8160,6,1,5,0,7,2.0
10301,6,1,5,0,7,2.0
11358,6,1,5,0,7,2.0
677,6,1,5,0,7,3.0
4557,6,1,5,0,7,3.0
962,6,1,5,0,7,4.0
3630,6,1,5,0,8,2.0
3559,6,1,5,0,9,1.0
2738,6,1,5,0,9,4.0
5434,6,1,5,0,9,6.0
1749,6,1,5,0,10,2.0
8,6,1,5,0,10,3.0
5646,6,1,5,0,11,2.0
11503,6,1,5,0,11,11.0
7831,6,1,5,0,12,2.0
2243,6,1,5,0,12,3.0
4976,6,1,5,0,16,1.0
5582,6,1,5,0,16,2.0
6406,6,1,5,0,16,2.0
382,6,1,5,0,17,2.0
2146,6,1,5,0,17,6.0
7375,6,1,5,0,19,2.0
10514,6,1,5,0,19,3.0
6142,6,1,5,0,20,1.0
5068,6,1,5,0,20,3.0
10724,6,1,5,0,20,3.0
358,6,1,5,0,21,2.0
4371,6,1,5,0,23,3.0
9771,6,1,5,0,23,4.0
6524,6,1,5,0,24,3.0
2191,6,1,5,1,4,2.0
11860,6,1,5,1,5,2.0
1319,6,1,5,1,5,8.0
6830,6,1,5,1,6,5.0
1169,6,1,5,1,7,2.0
10873,6,1,5,1,7,4.0
9495,6,1,5,1,7,5.0
3588,6,1,5,1,8,1.0
10333,6,1,5,1,8,1.0
10994,6,1,5,1,8,3.0
6089,6,1,5,1,9,2.0
5727,6,1,5,1,9,3.0
9029,6,1,5,1,9,4.0
3161,6,1,5,1,9,6.0
5239,6,1,5,1,9,7.0
3935,6,1,5,1,10,2.0
11111,6,1,5,1,10,5.0
11677,6,1,5,1,10,7.0
815,6,1,5,1,12,1.0
2119,6,1,5,1,12,2.0
6409,6,1,5,1,12,2.0
8948,6,1,5,1,12,4.0
5034,6,1,5,1,12,9.0
63,6,1,5,1,13,1.0
8471,6,1,5,1,13,1.0
539,6,1,5,1,15,7.0
9918,6,1,5,1,15,11.0
1470,6,1,5,1,16,3.0
10881,6,1,5,1,16,4.0
11764,6,1,5,1,18,1.0
11789,6,1,5,1,18,2.0
2460,6,1,5,1,18,3.0
2874,6,1,5,1,24,2.0
6801,6,1,5,1,24,4.0
8842,6,1,6,0,5,3.0
1348,6,1,6,0,8,2.0
3287,6,1,6,0,11,2.0
9026,6,1,6,0,12,2.0
6981,6,1,6,0,12,3.0
6487,6,1,6,0,12,5.0
9232,6,1,6,0,17,1.0
7914,6,1,6,0,23,1.0
252,6,1,6,1,1,4.0
12081,6,1,6,1,4,1.0
119,6,1,6,1,6,2.0
4310,6,1,6,1,6,3.0
745,6,1,6,1,7,1.0
11670,6,1,6,1,7,1.0
7494,6,1,6,1,9,1.0
597,6,1,6,1,10,1.0
6998,6,1,6,1,10,5.0
10708,6,1,6,1,10,5.0
5726,6,1,6,1,10,6.0
4080,6,1,6,1,10,10.0
4422,6,1,6,1,12,1.0
8658,6,1,6,1,14,3.0
4522,6,1,6,1,15,6.0
5679,6,1,6,1,17,1.0
3500,6,1,6,1,18,1.0
12058,6,1,6,1,18,1.0
1186,6,1,6,1,19,1.0
8051,6,1,6,1,21,1.0
9420,6,1,6,1,24,1.0
2017,6,2,-2,0,11,2.0
2691,6,2,-2,1,23,2.0
4707,6,2,1,0,13,10.0
3639,6,2,2,0,9,2.0
8016,6,2,2,0,9,3.0
6363,6,2,2,0,12,3.0
3147,6,2,2,0,24,2.0
897,6,2,2,1,3,4.0
11850,6,2,2,1,9,6.0
1413,6,2,2,1,11,1.0
588,6,2,2,1,12,1.0
6929,6,2,3,0,9,10.0
9465,6,2,4,0,18,4.0
8705,6,2,4,1,11,2.0
1958,6,2,5,0,2,8.0
10761,6,2,5,0,5,1.0
183,6,2,5,0,5,4.0
8872,6,2,5,0,6,4.0
4352,6,2,5,0,6,7.0
8897,6,2,5,0,7,1.0
1123,6,2,5,0,7,2.0
2333,6,2,5,0,7,4.0
129,6,2,5,0,8,1.0
10937,6,2,5,0,9,1.0
5904,6,2,5,0,9,4.0
9749,6,2,5,0,9,4.0
3308,6,2,5,0,11,3.0
10762,6,2,5,0,12,2.0
3725,6,2,5,0,13,1.0
10102,6,2,5,0,13,2.0
8678,6,2,5,0,13,4.0
2935,6,2,5,0,13,8.0
11793,6,2,5,0,14,4.0
6980,6,2,5,0,14,5.0
6214,6,2,5,0,15,1.0
6252,6,2,5,0,15,2.0
7540,6,2,5,0,15,4.0
8119,6,2,5,0,15,4.0
7837,6,2,5,0,17,3.0
9331,6,2,5,0,17,6.0
1311,6,2,5,0,21,1.0
85,6,2,5,0,23,1.0
5581,6,2,5,0,23,1.0
4482,6,2,5,0,24,1.0
306,6,2,5,0,24,2.0
7024,6,2,5,0,24,2.0
10290,6,2,5,0,24,2.0
3878,6,2,5,0,24,4.0
11516,6,2,5,0,24,4.0
11427,6,2,5,1,5,0.0
11707,6,2,5,1,5,1.0
6237,6,2,5,1,5,2.0
4446,6,2,5,1,5,5.0
9086,6,2,5,1,5,7.0
6359,6,2,5,1,6,1.0
11055,6,2,5,1,6,5.0
11087,6,2,5,1,6,6.0
4794,6,2,5,1,7,1.0
11279,6,2,5,1,7,1.0
1954,6,2,5,1,7,3.0
4385,6,2,5,1,7,5.0
9692,6,2,5,1,7,6.0
1540,6,2,5,1,8,2.0
6172,6,2,5,1,8,2.0
7368,6,2,5,1,8,2.0
2692,6,2,5,1,8,3.0
2011,6,2,5,1,8,8.0
360,6,2,5,1,9,3.0
10750,6,2,5,1,9,3.0
11690,6,2,5,1,10,5.0
11541,6,2,5,1,11,3.0
3368,6,2,5,1,11,5.0
7756,6,2,5,1,12,1.0
4013,6,2,5,1,12,3.0
4158,6,2,5,1,12,4.0
5111,6,2,5,1,12,4.0
5687,6,2,5,1,12,5.0
5701,6,2,5,1,12,5.0
10067,6,2,5,1,13,1.0
2343,6,2,5,1,13,3.0
2422,6,2,5,1,13,5.0
6354,6,2,5,1,13,8.0
4814,6,2,5,1,15,3.0
11378,6,2,5,1,16,3.0
309,6,2,5,1,19,2.0
425,6,2,5,1,23,1.0
1658,6,2,5,1,23,2.0
4018,6,2,5,1,23,2.0
3694,6,2,5,1,24,2.0
7995,6,2,5,1,24,4.0
6023,6,2,6,0,11,2.0
6897,6,2,6,0,11,2.0
11636,6,2,6,0,13,1.0
3508,6,2,6,0,13,2.0
7808,6,2,6,0,15,5.0
2371,6,2,6,1,1,1.0
10618,6,2,6,1,7,2.0
2409,6,2,6,1,8,0.0
3219,6,2,6,1,8,0.0
433,6,2,6,1,8,2.0
2792,6,2,6,1,9,2.0
4911,6,2,6,1,10,3.0
11063,6,2,6,1,11,3.0
6164,6,2,6,1,12,7.0
10450,6,2,6,1,13,2.0
4064,6,2,6,1,15,3.0
2127,6,2,6,1,21,3.0
1284,6,2,6,1,23,4.0
5340,6,2,6,1,24,3.0
2134,6,2,6,1,24,5.0
8996,6,2,7,0,9,6.0
7229,6,2,7,0,15,5.0
2280,6,2,7,1,1,2.0
8855,6,2,8,0,10,2.0
8110,6,2,8,0,15,2.0
938,6,2,8,0,15,3.0
11859,6,2,8,1,9,5.0
3880,6,3,-2,0,17,4.0
8934,6,3,2,0,7,4.0
5640,6,3,2,0,8,3.0
5039,6,3,2,0,9,11.0
11231,6,3,2,0,13,2.0
5142,6,3,2,0,24,3.0
3202,6,3,2,1,13,5.0
5685,6,3,2,1,18,5.0
6818,6,3,2,1,24,3.0
3419,6,3,3,1,5,5.0
6921,6,3,3,1,7,4.0
610,6,3,4,0,12,3.0
5296,6,3,4,0,12,7.0
1931,6,3,4,0,12,10.0
4439,6,3,4,1,9,4.0
7172,6,3,5,0,2,4.0
667,6,3,5,0,5,1.0
10594,6,3,5,0,5,2.0
7208,6,3,5,0,5,4.0
8219,6,3,5,0,7,3.0
11752,6,3,5,0,7,3.0
1987,6,3,5,0,7,4.0
7581,6,3,5,0,8,1.0
346,6,3,5,0,8,4.0
4278,6,3,5,0,8,5.0
10839,6,3,5,0,8,6.0
2927,6,3,5,0,10,2.0
8931,6,3,5,0,12,3.0
2059,6,3,5,0,13,2.0
1121,6,3,5,0,14,2.0
8994,6,3,5,0,14,3.0
6200,6,3,5,0,18,3.0
186,6,3,5,0,19,2.0
4939,6,3,5,0,20,10.0
5482,6,3,5,0,23,4.0
2375,6,3,5,1,2,2.0
4284,6,3,5,1,5,2.0
3766,6,3,5,1,5,5.0
3696,6,3,5,1,7,3.0
339,6,3,5,1,8,3.0
1247,6,3,5,1,8,6.0
9190,6,3,5,1,9,2.0
8770,6,3,5,1,9,6.0
7068,6,3,5,1,10,10.0
3625,6,3,5,1,11,3.0
4441,6,3,5,1,13,4.0
8133,6,3,5,1,13,4.0
5191,6,3,5,1,15,2.0
3469,6,3,5,1,15,4.0
4460,6,3,5,1,16,2.0
9824,6,3,5,1,16,2.0
282,6,3,5,1,16,7.0
10698,6,3,5,1,16,7.0
8935,6,3,5,1,17,1.0
6794,6,3,5,1,17,5.0
2552,6,3,5,1,18,1.0
8725,6,3,5,1,19,4.0
10905,6,3,5,1,19,4.0
981,6,3,5,1,19,5.0
7624,6,3,5,1,20,6.0
5286,6,3,5,1,20,10.0
11366,6,3,5,1,21,2.0
8452,6,3,5,1,21,6.0
4946,6,3,5,1,23,4.0
8225,6,3,6,0,8,2.0
4305,6,3,6,0,12,3.0
11191,6,3,6,0,16,5.0
10261,6,3,6,0,19,8.0
2451,6,3,6,1,5,3.0
7487,6,3,6,1,8,2.0
6106,6,3,6,1,8,7.0
11417,6,3,6,1,9,1.0
6612,6,3,6,1,10,1.0
9031,6,3,6,1,10,2.0
8305,6,3,6,1,11,3.0
837,6,3,6,1,12,4.0
7789,6,3,6,1,15,1.0
116,6,3,6,1,23,2.0
11164,6,3,6,1,23,6.0
8444,6,3,7,0,8,4.0
5353,6,3,8,0,17,4.0
8690,6,3,8,1,12,4.0
1116,6,4,-2,0,6,5.0
2274,6,4,-2,1,24,2.0
3645,6,4,1,0,8,5.0
3045,6,4,1,0,12,3.0
6893,6,4,1,0,17,4.0
2980,6,4,1,1,6,1.0
3025,6,4,2,0,10,11.0
9323,6,4,2,0,17,3.0
6629,6,4,2,0,24,2.0
3900,6,4,2,1,7,12.0
7209,6,4,3,0,5,6.0
5063,6,4,3,0,8,2.0
10676,6,4,3,0,8,9.0
1599,6,4,3,0,24,3.0
3794,6,4,3,1,8,1.0
6648,6,4,3,1,11,5.0
5163,6,4,3,1,12,3.0
506,6,4,3,1,19,3.0
7699,6,4,5,0,5,5.0
4641,6,4,5,0,6,4.0
7373,6,4,5,0,6,5.0
8626,6,4,5,0,7,4.0
2564,6,4,5,0,8,1.0
8796,6,4,5,0,8,2.0
2656,6,4,5,0,9,7.0
949,6,4,5,0,10,6.0
6722,6,4,5,0,11,4.0
8180,6,4,5,0,12,2.0
11726,6,4,5,0,12,3.0
10047,6,4,5,0,12,4.0
4476,6,4,5,0,12,10.0
9722,6,4,5,0,12,13.0
10472,6,4,5,0,13,2.0
1236,6,4,5,0,14,10.0
6178,6,4,5,0,16,2.0
1573,6,4,5,0,16,4.0
228,6,4,5,0,18,5.0
4343,6,4,5,0,19,3.0
5795,6,4,5,0,20,2.0
7981,6,4,5,0,23,6.0
4047,6,4,5,0,24,3.0
7081,6,4,5,0,24,4.0
1549,6,4,5,1,2,7.0
7175,6,4,5,1,4,5.0
7279,6,4,5,1,6,8.0
955,6,4,5,1,7,2.0
10566,6,4,5,1,7,3.0
229,6,4,5,1,7,4.0
2316,6,4,5,1,7,4.0
7852,6,4,5,1,8,5.0
4180,6,4,5,1,9,3.0
8356,6,4,5,1,10,3.0
1308,6,4,5,1,10,6.0
6519,6,4,5,1,10,7.0
458,6,4,5,1,11,4.0
11447,6,4,5,1,11,9.0
1594,6,4,5,1,11,10.0
11217,6,4,5,1,12,3.0
153,6,4,5,1,12,5.0
8620,6,4,5,1,12,6.0
11621,6,4,5,1,12,8.0
10912,6,4,5,1,13,1.0
11062,6,4,5,1,14,6.0
4001,6,4,5,1,15,3.0
10170,6,4,5,1,16,4.0
51,6,4,5,1,16,5.0
5973,6,4,5,1,16,6.0
7760,6,4,5,1,18,2.0
10768,6,4,5,1,22,4.0
11092,6,4,5,1,23,3.0
30,6,4,5,1,23,4.0
7908,6,4,5,1,24,4.0
9207,6,4,5,1,24,4.0
3128,6,4,6,0,4,5.0
11762,6,4,6,0,9,7.0
2508,6,4,6,0,12,7.0
8997,6,4,6,0,15,7.0
7840,6,4,6,1,5,8.0
11842,6,4,6,1,6,9.0
1485,6,4,6,1,7,3.0
6583,6,4,6,1,7,4.0
6245,6,4,6,1,8,2.0
5293,6,4,6,1,10,3.0
4240,6,4,6,1,13,2.0
3857,6,4,6,1,21,1.0
393,6,4,6,1,23,6.0
2294,6,4,6,1,24,4.0
57,6,4,6,1,24,6.0
5981,6,4,7,0,10,2.0
6114,6,4,7,1,14,1.0
2394,6,5,-2,0,18,5.0
2575,6,5,-2,0,19,1.0
8699,6,5,1,0,8,1.0
3561,6,5,1,0,9,2.0
6384,6,5,1,0,9,2.0
10567,6,5,1,1,24,1.0
8879,6,5,1,1,24,8.0
10280,6,5,2,0,8,2.0
135,6,5,2,0,9,9.0
9715,6,5,2,0,10,2.0
5459,6,5,2,1,10,2.0
1501,6,5,2,1,14,6.0
1354,6,5,2,1,21,3.0
10853,6,5,3,0,5,3.0
4268,6,5,3,0,20,6.0
9377,6,5,3,1,5,2.0
4277,6,5,3,1,11,7.0
7435,6,5,3,1,11,8.0
1080,6,5,3,1,12,7.0
1159,6,5,4,1,12,10.0
3509,6,5,5,0,5,4.0
9789,6,5,5,0,5,6.0
3486,6,5,5,0,7,2.0
5098,6,5,5,0,7,2.0
10300,6,5,5,0,7,2.0
10919,6,5,5,0,8,9.0
10751,6,5,5,0,9,8.0
7643,6,5,5,0,10,12.0
6284,6,5,5,0,11,8.0
5157,6,5,5,0,11,10.0
789,6,5,5,0,12,4.0
8663,6,5,5,0,14,6.0
3296,6,5,5,0,15,1.0
9863,6,5,5,0,15,3.0
6181,6,5,5,0,15,4.0
5660,6,5,5,0,17,2.0
11169,6,5,5,0,18,3.0
2475,6,5,5,0,20,9.0
4435,6,5,5,0,22,3.0
7176,6,5,5,0,22,5.0
5468,6,5,5,0,22,12.0
9308,6,5,5,0,23,6.0
8745,6,5,5,0,24,2.0
7075,6,5,5,1,1,9.0
8000,6,5,5,1,7,12.0
7371,6,5,5,1,8,6.0
4136,6,5,5,1,8,8.0
2166,6,5,5,1,9,7.0
688,6,5,5,1,10,4.0
6233,6,5,5,1,11,5.0
3133,6,5,5,1,12,7.0
10638,6,5,5,1,12,8.0
7818,6,5,5,1,14,2.0
4719,6,5,5,1,14,3.0
11818,6,5,5,1,14,6.0
7609,6,5,5,1,14,7.0
6920,6,5,5,1,15,5.0
6224,6,5,5,1,16,5.0
10643,6,5,5,1,17,1.0
5515,6,5,5,1,18,6.0
9079,6,5,5,1,18,10.0
7115,6,5,5,1,20,3.0
583,6,5,5,1,22,2.0
3505,6,5,5,1,23,4.0
6660,6,5,5,1,23,4.0
895,6,5,5,1,23,6.0
822,6,5,5,1,24,1.0
214,6,5,5,1,24,2.0
1718,6,5,5,1,24,2.0
3676,6,5,5,1,24,4.0
6485,6,5,5,1,24,9.0
7232,6,5,6,0,6,3.0
8052,6,5,6,0,8,1.0
8424,6,5,6,0,8,2.0
2731,6,5,6,0,8,3.0
2279,6,5,6,0,8,5.0
9316,6,5,6,0,11,1.0
3584,6,5,6,0,12,1.0
4905,6,5,6,0,13,8.0
11932,6,5,6,0,15,3.0
5850,6,5,6,0,15,6.0
10316,6,5,6,0,17,4.0
849,6,5,6,0,18,5.0
10502,6,5,6,0,23,5.0
6701,6,5,6,1,4,4.0
11508,6,5,6,1,7,5.0
7072,6,5,6,1,8,1.0
6774,6,5,6,1,8,8.0
6015,6,5,6,1,16,9.0
4000,6,5,6,1,17,1.0
3772,6,5,6,1,18,5.0
5768,6,6,1,0,21,2.0
7424,6,6,1,0,23,2.0
12072,6,6,1,0,24,10.0
11235,6,6,1,1,8,4.0
5038,6,6,1,1,11,3.0
11324,6,6,1,1,24,3.0
1411,6,6,2,0,9,1.0
2445,6,6,2,0,12,3.0
8378,6,6,2,0,12,4.0
3948,6,6,2,0,14,2.0
99,6,6,2,0,24,1.0
7959,6,6,2,1,24,5.0
3751,6,6,3,0,8,6.0
11003,6,6,3,0,12,3.0
1467,6,6,3,1,7,4.0
2452,6,6,3,1,8,7.0
6133,6,6,3,1,15,2.0
4037,6,6,3,1,16,4.0
9274,6,6,3,1,22,1.0
2844,6,6,4,1,8,2.0
7215,6,6,5,0,1,4.0
6580,6,6,5,0,5,2.0
1342,6,6,5,0,5,3.0
5950,6,6,5,0,5,5.0
4022,6,6,5,0,6,2.0
607,6,6,5,0,6,6.0
1641,6,6,5,0,6,11.0
4406,6,6,5,0,7,3.0
5613,6,6,5,0,7,5.0
6125,6,6,5,0,8,2.0
11476,6,6,5,0,8,8.0
8621,6,6,5,0,9,9.0
5484,6,6,5,0,11,1.0
8162,6,6,5,0,11,6.0
8776,6,6,5,0,12,7.0
11372,6,6,5,0,14,3.0
1667,6,6,5,0,14,5.0
7015,6,6,5,0,15,3.0
7411,6,6,5,0,16,1.0
7691,6,6,5,0,16,5.0
786,6,6,5,0,17,2.0
1160,6,6,5,0,23,5.0
9654,6,6,5,0,23,9.0
10153,6,6,5,0,24,5.0
2606,6,6,5,1,6,7.0
3243,6,6,5,1,7,4.0
6198,6,6,5,1,7,4.0
9835,6,6,5,1,7,5.0
1508,6,6,5,1,7,8.0
10065,6,6,5,1,9,5.0
10883,6,6,5,1,10,5.0
9379,6,6,5,1,11,4.0
5801,6,6,5,1,13,2.0
2256,6,6,5,1,13,5.0
10619,6,6,5,1,14,4.0
5972,6,6,5,1,14,6.0
3901,6,6,5,1,16,8.0
10406,6,6,5,1,17,2.0
5645,6,6,5,1,17,5.0
1765,6,6,5,1,20,5.0
7590,6,6,5,1,24,1.0
1843,6,6,5,1,24,3.0
1952,6,6,6,0,6,3.0
2170,6,6,6,0,7,3.0
9164,6,6,6,0,8,6.0
10339,6,6,6,0,10,0.0
1754,6,6,6,0,16,8.0
5813,6,6,6,0,17,1.0
8195,6,6,6,0,22,4.0
1053,6,6,6,0,23,3.0
744,6,6,6,0,24,6.0
876,6,6,6,1,7,3.0
2153,6,6,6,1,9,2.0
4868,6,6,6,1,9,2.0
9731,6,6,6,1,9,9.0
7848,6,6,6,1,21,3.0
7811,6,6,7,0,17,3.0
7697,6,7,-2,0,12,2.0
8988,6,7,-2,0,18,2.0
11313,6,7,-2,0,21,2.0
7827,6,7,-2,0,24,2.0
10215,6,7,1,0,13,3.0
10664,6,7,1,1,18,4.0
11945,6,7,2,0,5,6.0
8200,6,7,2,0,12,8.0
1259,6,7,3,0,7,9.0
4221,6,7,3,0,17,4.0
3151,6,7,5,0,3,6.0
7684,6,7,5,0,3,8.0
239,6,7,5,0,8,4.0
2554,6,7,5,0,8,7.0
5212,6,7,5,0,10,6.0
10887,6,7,5,0,11,2.0
2093,6,7,5,0,13,2.0
366,6,7,5,0,14,5.0
9016,6,7,5,0,14,5.0
9740,6,7,5,0,15,7.0
8473,6,7,5,0,17,1.0
6987,6,7,5,0,17,2.0
11819,6,7,5,0,19,4.0
1388,6,7,5,0,19,6.0
3795,6,7,5,0,19,7.0
11227,6,7,5,0,20,5.0
9093,6,7,5,0,20,6.0
1324,6,7,5,0,22,4.0
6411,6,7,5,1,7,3.0
11585,6,7,5,1,10,6.0
4107,6,7,5,1,11,3.0
4746,6,7,5,1,11,7.0
6872,6,7,5,1,14,7.0
12074,6,7,5,1,15,3.0
2939,6,7,6,0,9,10.0
6793,6,7,6,0,11,10.0
386,6,7,6,0,12,4.0
7147,6,7,6,0,12,4.0
3449,6,7,6,0,16,4.0
1031,6,7,6,0,17,10.0
11307,6,7,6,1,9,7.0
2719,6,7,6,1,16,5.0
6511,6,8,-2,0,24,2.0
7747,6,8,-2,0,24,3.0
10622,6,8,-2,1,24,1.0
6119,6,8,1,0,11,3.0
7798,6,8,1,0,24,3.0
3881,6,8,3,0,22,7.0
11380,6,8,5,0,6,5.0
7947,6,8,5,0,7,5.0
9336,6,8,5,0,7,5.0
2459,6,8,5,0,8,3.0
6185,6,8,5,0,9,3.0
7296,6,8,5,0,10,2.0
6508,6,8,5,0,12,2.0
11373,6,8,5,0,12,3.0
3170,6,8,5,0,12,7.0
10312,6,8,5,0,13,2.0
7032,6,8,5,0,13,3.0
2464,6,8,5,0,14,1.0
4554,6,8,5,0,14,1.0
11198,6,8,5,0,15,7.0
4110,6,8,5,0,16,2.0
2201,6,8,5,0,16,3.0
1203,6,8,5,0,17,3.0
859,6,8,5,0,18,8.0
3299,6,8,5,1,6,5.0
10372,6,8,5,1,6,5.0
634,6,8,5,1,9,8.0
9132,6,8,5,1,10,0.0
2305,6,8,5,1,12,7.0
3670,6,8,5,1,18,13.0
6707,6,8,5,1,23,2.0
6140,6,8,6,0,6,4.0
8878,6,8,6,0,15,3.0
1239,6,8,6,1,1,5.0
4777,6,8,6,1,13,7.0
6891,6,8,7,0,14,2.0
10582,7,1,-2,0,24,2.0
7781,7,1,-2,0,24,5.0
2893,7,1,-2,1,9,0.0
9410,7,1,1,0,11,7.0
2317,7,1,2,0,11,4.0
9091,7,1,2,0,11,5.0
8989,7,1,2,1,16,3.0
11433,7,1,2,1,17,8.0
10374,7,1,2,1,24,3.0
4332,7,1,3,0,9,6.0
1207,7,1,3,0,10,5.0
5425,7,1,3,0,12,3.0
6029,7,1,3,1,15,2.0
8779,7,1,4,0,17,5.0
3017,7,1,4,0,18,2.0
5103,7,1,4,1,20,2.0
146,7,1,5,0,1,4.0
8462,7,1,5,0,2,1.0
1114,7,1,5,0,4,2.0
251,7,1,5,0,5,3.0
5417,7,1,5,0,6,3.0
2799,7,1,5,0,7,1.0
10602,7,1,5,0,7,2.0
2835,7,1,5,0,7,3.0
3616,7,1,5,0,7,4.0
6404,7,1,5,0,9,1.0
8342,7,1,5,0,11,0.0
6903,7,1,5,0,11,7.0
4555,7,1,5,0,13,2.0
1179,7,1,5,0,13,4.0
8257,7,1,5,0,16,2.0
5107,7,1,5,0,16,10.0
10821,7,1,5,0,17,1.0
9663,7,1,5,0,17,4.0
7659,7,1,5,0,19,2.0
2864,7,1,5,0,19,7.0
3335,7,1,5,0,19,11.0
11051,7,1,5,0,22,3.0
3049,7,1,5,0,23,5.0
9936,7,1,5,1,3,6.0
10549,7,1,5,1,5,5.0
5572,7,1,5,1,6,2.0
9105,7,1,5,1,6,2.0
3289,7,1,5,1,6,5.0
7571,7,1,5,1,7,2.0
170,7,1,5,1,7,6.0
4307,7,1,5,1,7,12.0
4867,7,1,5,1,9,0.0
1757,7,1,5,1,10,0.0
7787,7,1,5,1,10,7.0
3834,7,1,5,1,11,2.0
3575,7,1,5,1,11,4.0
8791,7,1,5,1,11,4.0
10029,7,1,5,1,11,5.0
8404,7,1,5,1,11,10.0
466,7,1,5,1,12,3.0
9972,7,1,5,1,12,4.0
7525,7,1,5,1,13,5.0
11042,7,1,5,1,14,3.0
2828,7,1,5,1,14,5.0
4402,7,1,5,1,14,10.0
11569,7,1,5,1,15,1.0
12065,7,1,5,1,16,1.0
2329,7,1,5,1,22,6.0
11632,7,1,5,1,23,0.0
3343,7,1,5,1,23,3.0
6516,7,1,5,1,24,3.0
8233,7,1,5,1,24,3.0
1858,7,1,5,1,24,8.0
11949,7,1,6,0,7,11.0
4239,7,1,6,0,8,4.0
6307,7,1,6,0,9,3.0
6389,7,1,6,0,10,7.0
7826,7,1,6,0,11,2.0
8190,7,1,6,0,13,2.0
4645,7,1,6,0,16,5.0
7971,7,1,6,0,16,5.0
9421,7,1,6,0,18,3.0
92,7,1,6,0,22,2.0
4516,7,1,6,0,22,3.0
8951,7,1,6,0,24,2.0
8241,7,1,6,1,6,4.0
10122,7,1,6,1,7,2.0
2143,7,1,6,1,8,1.0
1313,7,1,6,1,8,2.0
9296,7,1,6,1,8,5.0
7470,7,1,6,1,8,7.0
377,7,1,6,1,9,5.0
11912,7,1,6,1,10,8.0
1049,7,1,6,1,12,2.0
2282,7,1,6,1,12,2.0
8980,7,1,6,1,12,2.0
3708,7,1,6,1,13,1.0
909,7,1,6,1,13,6.0
7601,7,1,6,1,17,7.0
97,7,1,6,1,24,2.0
3010,7,1,6,1,24,3.0
5905,7,1,6,1,24,3.0
9870,7,1,6,1,24,4.0
3733,7,1,6,1,24,5.0
10530,7,1,7,1,12,4.0
2429,7,1,8,0,4,4.0
1437,7,1,8,0,8,2.0
4440,7,1,8,0,8,3.0
