,TOTSQFT_C,YEARMADERANGE,ROOFTYPE,TREESHAD,MONEYPY,KWH_C
5303,1,4,1,0,13,2.0
8774,1,4,1,1,4,0.0
9636,1,4,1,1,8,0.0
3109,1,4,1,1,11,2.0
4788,1,4,1,1,15,1.0
4173,1,4,2,0,7,3.0
5035,1,4,2,0,8,2.0
76,1,4,2,0,11,0.0
10886,1,4,2,0,12,2.0
3481,1,4,2,0,16,2.0
535,1,4,2,0,23,2.0
8850,1,4,2,1,5,0.0
10104,1,4,2,1,8,1.0
3597,1,4,2,1,11,3.0
8275,1,4,2,1,12,1.0
2404,1,4,2,1,21,2.0
10377,1,4,3,0,1,3.0
8299,1,4,3,0,3,0.0
10864,1,4,3,0,3,1.0
3392,1,4,3,0,5,1.0
7053,1,4,3,0,6,0.0
7689,1,4,3,0,6,0.0
11134,1,4,3,0,6,1.0
999,1,4,3,0,7,0.0
480,1,4,3,0,7,1.0
491,1,4,3,0,7,1.0
3947,1,4,3,0,7,1.0
10485,1,4,3,0,7,1.0
436,1,4,3,0,7,2.0
7460,1,4,3,0,7,2.0
4138,1,4,3,0,8,1.0
5183,1,4,3,0,8,1.0
8184,1,4,3,0,8,1.0
8525,1,4,3,0,8,2.0
9066,1,4,3,0,8,4.0
1398,1,4,3,0,9,1.0
11109,1,4,3,0,9,1.0
8266,1,4,3,0,10,2.0
1343,1,4,3,0,11,1.0
4374,1,4,3,0,11,1.0
10612,1,4,3,0,11,3.0
7254,1,4,3,0,13,1.0
2805,1,4,3,0,14,0.0
1943,1,4,3,0,14,1.0
9518,1,4,3,0,15,2.0
10532,1,4,3,0,16,1.0
6365,1,4,3,0,17,1.0
7833,1,4,3,0,17,2.0
10386,1,4,3,1,1,0.0
9606,1,4,3,1,1,4.0
11026,1,4,3,1,2,2.0
5642,1,4,3,1,3,1.0
2756,1,4,3,1,4,2.0
6340,1,4,3,1,5,1.0
9006,1,4,3,1,5,1.0
1753,1,4,3,1,6,1.0
1947,1,4,3,1,6,1.0
825,1,4,3,1,6,2.0
9292,1,4,3,1,7,0.0
10469,1,4,3,1,7,3.0
3788,1,4,3,1,8,0.0
11075,1,4,3,1,8,0.0
3111,1,4,3,1,8,1.0
1956,1,4,3,1,8,2.0
4194,1,4,3,1,8,2.0
4747,1,4,3,1,8,2.0
6039,1,4,3,1,8,2.0
2391,1,4,3,1,9,1.0
732,1,4,3,1,10,0.0
9928,1,4,3,1,10,0.0
9965,1,4,3,1,10,2.0
10247,1,4,3,1,10,2.0
1478,1,4,3,1,12,4.0
6556,1,4,3,1,14,2.0
7974,1,4,3,1,15,2.0
3340,1,4,3,1,16,1.0
5908,1,4,3,1,16,1.0
8896,1,4,3,1,24,2.0
6853,1,4,4,0,2,0.0
7331,1,4,4,0,14,2.0
1616,1,4,5,0,2,1.0
6669,1,4,5,0,2,1.0
4929,1,4,5,0,4,1.0
2468,1,4,5,0,5,4.0
10063,1,4,5,0,6,0.0
423,1,4,5,0,7,0.0
6607,1,4,5,0,7,1.0
9677,1,4,5,0,7,1.0
8514,1,4,5,0,7,2.0
1946,1,4,5,0,8,0.0
145,1,4,5,0,8,1.0
1482,1,4,5,0,8,1.0
11306,1,4,5,0,8,1.0
6688,1,4,5,0,9,0.0
9764,1,4,5,0,9,0.0
9480,1,4,5,0,9,1.0
9982,1,4,5,0,10,1.0
8320,1,4,5,0,10,2.0
2919,1,4,5,0,10,3.0
1527,1,4,5,0,11,1.0
6513,1,4,5,0,11,1.0
10040,1,4,5,0,11,1.0
4873,1,4,5,0,12,0.0
9512,1,4,5,0,13,2.0
9425,1,4,5,0,13,3.0
1430,1,4,5,0,15,2.0
7006,1,4,5,0,17,0.0
2363,1,4,5,0,17,1.0
10823,1,4,5,0,18,0.0
6093,1,4,5,0,18,1.0
8187,1,4,5,0,19,0.0
544,1,4,5,0,22,1.0
996,1,4,5,0,23,7.0
2400,1,4,5,0,24,0.0
2838,1,4,5,0,24,1.0
10679,1,4,5,0,24,1.0
8853,1,4,5,1,2,5.0
10490,1,4,5,1,3,2.0
6073,1,4,5,1,4,2.0
2135,1,4,5,1,5,0.0
2324,1,4,5,1,5,1.0
8659,1,4,5,1,5,1.0
10448,1,4,5,1,6,0.0
7615,1,4,5,1,6,1.0
10961,1,4,5,1,6,1.0
3719,1,4,5,1,6,3.0
5511,1,4,5,1,7,1.0
11792,1,4,5,1,7,1.0
1137,1,4,5,1,7,2.0
9266,1,4,5,1,8,1.0
11344,1,4,5,1,8,1.0
1177,1,4,5,1,8,2.0
4869,1,4,5,1,8,2.0
7821,1,4,5,1,8,2.0
3453,1,4,5,1,8,3.0
2668,1,4,5,1,9,1.0
7025,1,4,5,1,9,1.0
3260,1,4,5,1,9,3.0
4179,1,4,5,1,10,1.0
7131,1,4,5,1,10,2.0
4518,1,4,5,1,10,4.0
2206,1,4,5,1,11,0.0
4968,1,4,5,1,11,1.0
5738,1,4,5,1,11,1.0
8794,1,4,5,1,11,1.0
10913,1,4,5,1,11,1.0
4481,1,4,5,1,11,2.0
5015,1,4,5,1,11,2.0
5279,1,4,5,1,11,2.0
4558,1,4,5,1,12,1.0
1026,1,4,5,1,12,3.0
6888,1,4,5,1,13,2.0
8212,1,4,5,1,14,2.0
11928,1,4,5,1,15,0.0
2952,1,4,5,1,16,1.0
8576,1,4,5,1,16,3.0
485,1,4,5,1,17,0.0
5942,1,4,5,1,17,1.0
4638,1,4,5,1,17,2.0
7566,1,4,5,1,17,2.0
11049,1,4,5,1,18,0.0
1241,1,4,5,1,20,3.0
5861,1,4,5,1,23,1.0
6083,1,4,5,1,23,1.0
4831,1,4,6,0,5,1.0
6610,1,4,6,0,5,2.0
1068,1,4,6,0,6,0.0
2435,1,4,6,0,6,1.0
3952,1,4,6,0,7,0.0
4101,1,4,6,0,7,0.0
1798,1,4,6,0,8,0.0
2399,1,4,6,0,8,1.0
3632,1,4,6,0,9,1.0
4990,1,4,6,0,9,1.0
3211,1,4,6,0,17,1.0
11768,1,4,6,0,17,1.0
7491,1,4,6,0,23,0.0
4530,1,4,6,0,23,3.0
8021,1,4,6,0,24,1.0
10578,1,4,6,1,4,2.0
316,1,4,6,1,6,2.0
8984,1,4,6,1,7,1.0
5622,1,4,6,1,8,1.0
7421,1,4,6,1,8,1.0
10242,1,4,6,1,8,1.0
9457,1,4,6,1,10,1.0
11720,1,4,6,1,10,2.0
5624,1,4,6,1,11,2.0
878,1,4,6,1,12,0.0
1610,1,4,6,1,12,1.0
10078,1,4,6,1,12,2.0
11005,1,4,6,1,13,2.0
6154,1,4,6,1,13,3.0
7784,1,4,6,1,14,1.0
2020,1,4,6,1,16,0.0
11214,1,4,6,1,16,0.0
9458,1,4,6,1,16,1.0
8140,1,4,6,1,16,2.0
5271,1,4,6,1,18,0.0
3007,1,4,6,1,22,3.0
1426,1,4,7,1,23,0.0
8789,1,4,8,0,5,1.0
2281,1,4,8,0,6,1.0
9537,1,4,8,0,10,1.0
1707,1,4,8,0,13,1.0
2107,1,4,8,0,13,1.0
7057,1,4,8,0,15,0.0
9963,1,4,8,0,16,3.0
3026,1,4,8,1,8,0.0
10713,1,4,8,1,9,1.0
7905,1,5,-2,0,5,0.0
4429,1,5,-2,0,5,1.0
525,1,5,-2,0,6,0.0
4004,1,5,-2,0,7,0.0
9837,1,5,-2,0,7,0.0
894,1,5,-2,0,8,0.0
10734,1,5,-2,0,8,0.0
2612,1,5,-2,0,8,1.0
1008,1,5,-2,0,9,1.0
2199,1,5,-2,0,11,1.0
4400,1,5,-2,0,14,0.0
5213,1,5,-2,0,15,0.0
8686,1,5,-2,0,15,1.0
3005,1,5,-2,0,16,1.0
9264,1,5,-2,0,17,0.0
12066,1,5,-2,0,17,0.0
11607,1,5,-2,0,18,0.0
8790,1,5,-2,0,23,1.0
3608,1,5,-2,0,24,0.0
4088,1,5,-2,0,24,0.0
11477,1,5,-2,0,24,0.0
2614,1,5,-2,0,24,1.0
5470,1,5,-2,0,24,1.0
9493,1,5,-2,0,24,1.0
1041,1,5,-2,1,7,0.0
3497,1,5,-2,1,10,1.0
10765,1,5,-2,1,11,2.0
12053,1,5,-2,1,17,1.0
5141,1,5,-2,1,21,0.0
4229,1,5,-2,1,22,0.0
505,1,5,1,0,7,0.0
1511,1,5,1,0,8,1.0
4318,1,5,1,0,10,1.0
1531,1,5,1,0,13,0.0
10533,1,5,1,0,16,0.0
123,1,5,1,0,23,1.0
5510,1,5,1,1,1,1.0
7793,1,5,1,1,17,1.0
6082,1,5,2,0,7,0.0
3004,1,5,2,0,8,3.0
11041,1,5,2,0,10,0.0
781,1,5,2,0,12,1.0
11940,1,5,2,0,12,1.0
4915,1,5,2,0,13,1.0
5976,1,5,2,0,13,1.0
5382,1,5,2,0,13,2.0
8703,1,5,2,0,18,0.0
2914,1,5,2,0,21,0.0
5451,1,5,2,0,23,2.0
2922,1,5,2,1,5,0.0
10019,1,5,2,1,8,0.0
7356,1,5,2,1,8,1.0
11159,1,5,2,1,12,4.0
4232,1,5,2,1,13,1.0
1538,1,5,2,1,15,2.0
3934,1,5,2,1,23,2.0
1127,1,5,3,0,1,1.0
4461,1,5,3,0,1,1.0
4218,1,5,3,0,1,3.0
7310,1,5,3,0,2,3.0
9592,1,5,3,0,3,0.0
11872,1,5,3,0,4,1.0
4236,1,5,3,0,4,2.0
9792,1,5,3,0,4,2.0
8755,1,5,3,0,5,1.0
11414,1,5,3,0,5,1.0
10225,1,5,3,0,6,0.0
11349,1,5,3,0,6,0.0
245,1,5,3,0,6,1.0
8319,1,5,3,0,6,1.0
10783,1,5,3,0,6,1.0
1425,1,5,3,0,6,2.0
2024,1,5,3,0,6,3.0
5198,1,5,3,0,7,2.0
5939,1,5,3,0,7,3.0
2849,1,5,3,0,8,1.0
5935,1,5,3,0,8,1.0
1730,1,5,3,0,8,2.0
3035,1,5,3,0,9,1.0
227,1,5,3,0,9,2.0
5990,1,5,3,0,9,2.0
1619,1,5,3,0,10,0.0
6762,1,5,3,0,10,1.0
10740,1,5,3,0,10,2.0
2643,1,5,3,0,10,3.0
2545,1,5,3,0,11,2.0
3626,1,5,3,0,12,2.0
10660,1,5,3,0,12,2.0
5703,1,5,3,0,13,4.0
9637,1,5,3,0,18,2.0
6529,1,5,3,0,19,1.0
584,1,5,3,0,24,0.0
5671,1,5,3,1,1,3.0
10792,1,5,3,1,1,3.0
9497,1,5,3,1,3,1.0
3437,1,5,3,1,4,0.0
2164,1,5,3,1,4,2.0
884,1,5,3,1,5,1.0
5866,1,5,3,1,5,1.0
3132,1,5,3,1,6,1.0
7008,1,5,3,1,6,1.0
10425,1,5,3,1,6,1.0
139,1,5,3,1,6,3.0
3660,1,5,3,1,7,0.0
4325,1,5,3,1,7,1.0
9685,1,5,3,1,7,2.0
9289,1,5,3,1,7,3.0
9192,1,5,3,1,8,2.0
9354,1,5,3,1,8,2.0
10140,1,5,3,1,8,2.0
3187,1,5,3,1,10,1.0
9773,1,5,3,1,10,1.0
10820,1,5,3,1,10,4.0
7899,1,5,3,1,11,1.0
47,1,5,3,1,12,3.0
9922,1,5,3,1,15,2.0
3949,1,5,3,1,16,2.0
9516,1,5,3,1,19,1.0
9081,1,5,3,1,23,2.0
5291,1,5,4,0,11,0.0
11812,1,5,4,0,12,1.0
2161,1,5,5,0,5,1.0
2315,1,5,5,0,6,0.0
6105,1,5,5,0,6,2.0
8458,1,5,5,0,7,0.0
3414,1,5,5,0,7,1.0
9828,1,5,5,0,7,2.0
11453,1,5,5,0,7,2.0
8588,1,5,5,0,7,3.0
5578,1,5,5,0,8,0.0
7061,1,5,5,0,8,0.0
685,1,5,5,0,8,1.0
9744,1,5,5,0,8,1.0
7670,1,5,5,0,8,3.0
11846,1,5,5,0,9,1.0
5804,1,5,5,0,10,1.0
6183,1,5,5,0,10,1.0
11188,1,5,5,0,10,1.0
1421,1,5,5,0,10,2.0
5374,1,5,5,0,10,2.0
8944,1,5,5,0,11,0.0
10439,1,5,5,0,11,0.0
407,1,5,5,0,11,2.0
10737,1,5,5,0,11,2.0
531,1,5,5,0,12,0.0
6431,1,5,5,0,12,1.0
11671,1,5,5,0,12,2.0
11013,1,5,5,0,12,3.0
673,1,5,5,0,12,4.0
10949,1,5,5,0,13,2.0
8962,1,5,5,0,13,3.0
5401,1,5,5,0,14,2.0
6088,1,5,5,0,14,2.0
5123,1,5,5,0,15,1.0
1504,1,5,5,0,17,1.0
12039,1,5,5,0,19,0.0
8104,1,5,5,0,19,2.0
7794,1,5,5,0,22,1.0
3826,1,5,5,0,22,3.0
2330,1,5,5,0,23,1.0
5954,1,5,5,0,24,1.0
10866,1,5,5,1,1,0.0
5097,1,5,5,1,1,2.0
11777,1,5,5,1,5,1.0
1583,1,5,5,1,6,0.0
7300,1,5,5,1,6,2.0
1033,1,5,5,1,7,0.0
3542,1,5,5,1,7,1.0
5758,1,5,5,1,7,1.0
2248,1,5,5,1,8,0.0
5924,1,5,5,1,8,0.0
4342,1,5,5,1,8,1.0
11716,1,5,5,1,8,1.0
8863,1,5,5,1,8,2.0
7906,1,5,5,1,9,0.0
646,1,5,5,1,9,1.0
2074,1,5,5,1,9,1.0
9887,1,5,5,1,9,2.0
10270,1,5,5,1,9,2.0
11747,1,5,5,1,9,2.0
8830,1,5,5,1,10,0.0
9245,1,5,5,1,10,0.0
3391,1,5,5,1,12,0.0
3913,1,5,5,1,12,0.0
1099,1,5,5,1,12,1.0
3119,1,5,5,1,12,1.0
5767,1,5,5,1,12,1.0
2556,1,5,5,1,13,0.0
5987,1,5,5,1,14,3.0
2586,1,5,5,1,15,2.0
5467,1,5,5,1,16,1.0
11513,1,5,5,1,16,2.0
1611,1,5,5,1,18,0.0
9730,1,5,5,1,18,1.0
12070,1,5,5,1,18,1.0
5437,1,5,5,1,22,0.0
1328,1,5,5,1,23,4.0
5806,1,5,5,1,24,2.0
8846,1,5,6,0,1,1.0
2621,1,5,6,0,2,2.0
8457,1,5,6,0,6,0.0
7050,1,5,6,0,7,1.0
5440,1,5,6,0,8,2.0
5480,1,5,6,0,9,2.0
6102,1,5,6,0,10,1.0
1731,1,5,6,0,12,0.0
2214,1,5,6,0,20,1.0
450,1,5,6,0,24,0.0
1572,1,5,6,1,5,1.0
9539,1,5,6,1,6,1.0
11434,1,5,6,1,6,2.0
6459,1,5,6,1,6,3.0
3322,1,5,6,1,7,2.0
5782,1,5,6,1,7,2.0
6933,1,5,6,1,8,0.0
1260,1,5,6,1,8,1.0
2046,1,5,6,1,8,1.0
1940,1,5,6,1,8,3.0
7121,1,5,6,1,10,1.0
7857,1,5,6,1,12,0.0
10124,1,5,6,1,12,1.0
2684,1,5,6,1,12,2.0
1244,1,5,6,1,16,2.0
9671,1,5,6,1,18,1.0
689,1,5,6,1,19,7.0
10295,1,5,6,1,23,1.0
6139,1,5,7,0,12,1.0
2710,1,5,7,0,20,3.0
7244,1,5,7,1,11,0.0
4811,1,5,8,0,7,1.0
12024,1,6,-2,0,6,1.0
11485,1,6,-2,0,7,1.0
8860,1,6,-2,0,8,0.0
11934,1,6,-2,0,8,1.0
2439,1,6,-2,0,9,2.0
7402,1,6,-2,0,12,1.0
2155,1,6,-2,0,13,0.0
9431,1,6,-2,0,14,2.0
3722,1,6,-2,0,24,1.0
5153,1,6,-2,1,1,2.0
1455,1,6,-2,1,10,0.0
11295,1,6,-2,1,12,0.0
5796,1,6,-2,1,12,1.0
8496,1,6,-2,1,13,0.0
11148,1,6,-2,1,15,1.0
8555,1,6,-2,1,18,0.0
6112,1,6,-2,1,20,1.0
11484,1,6,-2,1,21,0.0
6677,1,6,-2,1,23,1.0
8227,1,6,1,0,21,2.0
3712,1,6,1,1,20,0.0
8664,1,6,1,1,24,0.0
7433,1,6,2,0,4,2.0
11743,1,6,2,0,6,0.0
3861,1,6,2,0,7,3.0
1826,1,6,2,0,8,1.0
975,1,6,2,0,8,2.0
5252,1,6,2,0,9,1.0
4636,1,6,2,0,12,1.0
964,1,6,2,0,15,3.0
824,1,6,2,0,21,1.0
11390,1,6,2,1,6,3.0
4209,1,6,2,1,7,4.0
11294,1,6,2,1,9,1.0
8605,1,6,2,1,10,1.0
8385,1,6,2,1,10,2.0
9533,1,6,2,1,11,0.0
7668,1,6,2,1,11,2.0
8784,1,6,2,1,15,1.0
8131,1,6,3,0,1,2.0
1996,1,6,3,0,4,1.0
8650,1,6,3,0,4,3.0
9437,1,6,3,0,5,0.0
2768,1,6,3,0,5,1.0
3887,1,6,3,0,5,1.0
9344,1,6,3,0,5,2.0
10451,1,6,3,0,5,2.0
10962,1,6,3,0,7,2.0
10488,1,6,3,0,8,0.0
2477,1,6,3,0,8,1.0
5773,1,6,3,0,8,1.0
4403,1,6,3,0,8,3.0
660,1,6,3,0,9,1.0
10414,1,6,3,0,9,2.0
2920,1,6,3,0,10,2.0
9520,1,6,3,0,10,4.0
8647,1,6,3,0,12,1.0
5333,1,6,3,0,12,3.0
9759,1,6,3,0,12,4.0
11175,1,6,3,0,13,2.0
548,1,6,3,0,13,3.0
11459,1,6,3,0,14,3.0
4855,1,6,3,0,18,1.0
9476,1,6,3,0,19,3.0
9477,1,6,3,0,23,1.0
11498,1,6,3,0,24,3.0
9482,1,6,3,1,4,2.0
11032,1,6,3,1,6,1.0
5575,1,6,3,1,6,2.0
1337,1,6,3,1,6,4.0
9566,1,6,3,1,6,5.0
5371,1,6,3,1,7,0.0
1326,1,6,3,1,7,1.0
5388,1,6,3,1,7,1.0
11897,1,6,3,1,7,2.0
315,1,6,3,1,8,0.0
7903,1,6,3,1,8,1.0
8337,1,6,3,1,8,1.0
7598,1,6,3,1,8,3.0
4272,1,6,3,1,9,1.0
6831,1,6,3,1,10,0.0
5290,1,6,3,1,10,2.0
6205,1,6,3,1,10,2.0
4170,1,6,3,1,11,1.0
11527,1,6,3,1,12,2.0
4322,1,6,3,1,12,3.0
2200,1,6,3,1,13,2.0
2841,1,6,3,1,13,3.0
10071,1,6,3,1,14,2.0
1000,1,6,3,1,15,0.0
6871,1,6,3,1,15,2.0
11204,1,6,3,1,20,3.0
9415,1,6,5,0,1,2.0
3022,1,6,5,0,1,3.0
1901,1,6,5,0,2,2.0
6006,1,6,5,0,4,2.0
343,1,6,5,0,5,0.0
2743,1,6,5,0,5,1.0
4185,1,6,5,0,5,1.0
5195,1,6,5,0,5,1.0
6143,1,6,5,0,5,1.0
8902,1,6,5,0,5,2.0
7030,1,6,5,0,6,1.0
10674,1,6,5,0,6,3.0
9583,1,6,5,0,7,0.0
647,1,6,5,0,7,1.0
3362,1,6,5,0,7,1.0
5344,1,6,5,0,7,1.0
2296,1,6,5,0,7,3.0
1183,1,6,5,0,8,1.0
4614,1,6,5,0,8,1.0
592,1,6,5,0,8,2.0
7733,1,6,5,0,9,0.0
10598,1,6,5,0,9,1.0
8202,1,6,5,0,9,2.0
7931,1,6,5,0,10,0.0
11232,1,6,5,0,10,1.0
314,1,6,5,0,10,2.0
8763,1,6,5,0,10,2.0
11112,1,6,5,0,10,2.0
11617,1,6,5,0,11,2.0
10021,1,6,5,0,11,3.0
4982,1,6,5,0,12,1.0
7791,1,6,5,0,12,3.0
1477,1,6,5,0,12,4.0
1145,1,6,5,0,13,0.0
11272,1,6,5,0,13,1.0
5933,1,6,5,0,13,2.0
8554,1,6,5,0,13,2.0
9268,1,6,5,0,13,2.0
3974,1,6,5,0,14,1.0
1274,1,6,5,0,14,2.0
8827,1,6,5,0,14,2.0
5698,1,6,5,0,15,0.0
10868,1,6,5,0,15,2.0
9108,1,6,5,0,16,0.0
508,1,6,5,0,16,3.0
9659,1,6,5,0,17,1.0
3378,1,6,5,0,17,2.0
8648,1,6,5,0,17,2.0
2408,1,6,5,0,18,0.0
1601,1,6,5,0,19,2.0
1679,1,6,5,0,20,1.0
2262,1,6,5,0,20,1.0
11048,1,6,5,0,20,2.0
4336,1,6,5,0,21,1.0
4376,1,6,5,0,23,1.0
3433,1,6,5,1,2,1.0
8692,1,6,5,1,6,1.0
2478,1,6,5,1,7,1.0
9440,1,6,5,1,7,1.0
289,1,6,5,1,7,2.0
3699,1,6,5,1,7,3.0
7486,1,6,5,1,8,1.0
11843,1,6,5,1,8,1.0
4659,1,6,5,1,8,2.0
4259,1,6,5,1,8,3.0
9202,1,6,5,1,9,0.0
10223,1,6,5,1,9,1.0
976,1,6,5,1,9,2.0
2111,1,6,5,1,9,2.0
3306,1,6,5,1,9,3.0
10710,1,6,5,1,9,3.0
11209,1,6,5,1,10,0.0
54,1,6,5,1,10,1.0
877,1,6,5,1,10,2.0
11838,1,6,5,1,10,3.0
1423,1,6,5,1,11,1.0
4006,1,6,5,1,12,1.0
11082,1,6,5,1,13,3.0
1163,1,6,5,1,14,0.0
5228,1,6,5,1,15,0.0
328,1,6,5,1,16,1.0
1628,1,6,5,1,17,1.0
9550,1,6,5,1,17,1.0
434,1,6,5,1,19,4.0
1571,1,6,5,1,22,0.0
10017,1,6,5,1,22,2.0
8887,1,6,5,1,23,1.0
9758,1,6,6,0,4,1.0
8890,1,6,6,0,4,2.0
4449,1,6,6,0,6,2.0
5731,1,6,6,0,9,2.0
8637,1,6,6,0,9,4.0
7090,1,6,6,0,10,1.0
10200,1,6,6,0,10,1.0
6747,1,6,6,0,11,2.0
3346,1,6,6,0,13,2.0
1602,1,6,6,0,15,2.0
4144,1,6,6,1,6,1.0
2869,1,6,6,1,6,2.0
6100,1,6,6,1,7,1.0
5392,1,6,6,1,9,1.0
9679,1,6,6,1,9,1.0
2215,1,6,6,1,10,1.0
7120,1,6,6,1,10,1.0
1522,1,6,6,1,11,0.0
6463,1,6,6,1,11,1.0
7969,1,6,6,1,11,1.0
11542,1,6,6,1,12,2.0
795,1,6,6,1,15,1.0
2985,1,6,6,1,15,2.0
10158,1,6,6,1,15,2.0
9682,1,6,7,0,9,0.0
7993,1,7,-2,0,6,0.0
3077,1,7,-2,0,16,1.0
7593,1,7,-2,0,17,0.0
1875,1,7,-2,0,18,1.0
2472,1,7,-2,0,18,1.0
6430,1,7,-2,0,24,1.0
8682,1,7,-2,1,9,0.0
6558,1,7,-2,1,16,1.0
10791,1,7,1,0,8,1.0
1994,1,7,1,0,16,0.0
10569,1,7,1,1,23,0.0
6997,1,7,2,0,6,1.0
11868,1,7,2,0,9,3.0
785,1,7,2,1,8,1.0
7868,1,7,2,1,9,4.0
5853,1,7,3,0,6,2.0
9363,1,7,3,0,7,2.0
11564,1,7,3,0,11,0.0
6952,1,7,3,1,1,0.0
4326,1,7,3,1,5,2.0
2088,1,7,3,1,7,1.0
10536,1,7,3,1,8,1.0
1937,1,7,3,1,9,1.0
6789,1,7,3,1,14,3.0
1439,1,7,5,0,2,2.0
8341,1,7,5,0,3,0.0
4230,1,7,5,0,5,1.0
11839,1,7,5,0,6,1.0
8427,1,7,5,0,7,0.0
6942,1,7,5,0,7,4.0
5116,1,7,5,0,8,1.0
9765,1,7,5,0,8,2.0
740,1,7,5,0,8,3.0
6192,1,7,5,0,9,0.0
3487,1,7,5,0,9,1.0
9772,1,7,5,0,10,0.0
7567,1,7,5,0,10,1.0
8094,1,7,5,0,11,3.0
8715,1,7,5,0,13,0.0
9851,1,7,5,0,13,1.0
12025,1,7,5,0,13,1.0
3370,1,7,5,0,14,1.0
10304,1,7,5,0,14,1.0
10352,1,7,5,0,15,2.0
9803,1,7,5,0,19,3.0
9293,1,7,5,0,20,3.0
2446,1,7,5,0,23,2.0
2811,1,7,5,1,3,1.0
7349,1,7,5,1,6,1.0
9485,1,7,5,1,9,2.0
6978,1,7,5,1,11,2.0
428,1,7,5,1,13,1.0
2205,1,7,5,1,13,3.0
5657,1,7,5,1,15,1.0
10804,1,7,5,1,18,3.0
3713,1,7,5,1,24,1.0
5305,1,7,6,0,4,0.0
4121,1,7,6,0,8,1.0
6810,1,7,6,0,8,1.0
6094,1,7,6,0,10,1.0
9529,1,7,6,0,11,3.0
9816,1,7,6,0,19,0.0
120,1,7,6,1,6,2.0
3094,1,7,6,1,10,1.0
6622,1,8,-2,0,11,0.0
9466,1,8,-2,0,11,1.0
10127,1,8,-2,0,23,1.0
5009,1,8,-2,0,24,1.0
11606,1,8,-2,0,24,1.0
10036,1,8,-2,1,24,0.0
6221,1,8,1,0,19,0.0
11452,1,8,2,0,4,2.0
4479,1,8,3,0,4,2.0
9456,1,8,3,1,3,0.0
5118,1,8,3,1,8,3.0
10563,1,8,3,1,13,3.0
2039,1,8,3,1,15,0.0
11929,1,8,4,0,12,1.0
10319,1,8,5,0,1,4.0
5887,1,8,5,0,4,2.0
11984,1,8,5,0,6,1.0
3827,1,8,5,0,7,0.0
9761,1,8,5,0,7,0.0
10772,1,8,5,0,7,0.0
1576,1,8,5,0,7,1.0
2065,1,8,5,0,7,1.0
9461,1,8,5,0,7,2.0
6620,1,8,5,0,7,3.0
327,1,8,5,0,8,3.0
342,1,8,5,0,9,1.0
6011,1,8,5,0,9,2.0
1330,1,8,5,0,11,1.0
3770,1,8,5,0,11,1.0
1912,1,8,5,0,11,2.0
104,1,8,5,0,12,1.0
5158,1,8,5,0,13,2.0
1224,1,8,5,0,17,0.0
7094,1,8,5,0,18,2.0
194,1,8,5,0,19,1.0
4762,1,8,5,0,19,2.0
1360,1,8,5,0,24,0.0
6064,1,8,5,0,24,5.0
2524,1,8,5,1,3,2.0
4472,1,8,5,1,6,2.0
11627,1,8,5,1,8,2.0
1847,1,8,5,1,9,1.0
11867,1,8,5,1,9,1.0
9405,1,8,5,1,10,1.0
779,1,8,5,1,10,2.0
872,1,8,5,1,12,1.0
4620,1,8,5,1,12,2.0
2891,1,8,5,1,18,1.0
5054,1,8,6,0,8,0.0
3603,1,8,6,0,24,1.0
373,1,8,6,1,4,0.0
1839,1,8,6,1,9,3.0
7513,1,8,6,1,12,1.0
4357,1,8,6,1,17,0.0
8812,1,8,6,1,21,1.0
10582,2,1,-2,0,24,0.0
7781,2,1,-2,0,24,2.0
2893,2,1,-2,1,9,0.0
1960,2,1,-2,1,24,0.0
9410,2,1,1,0,11,3.0
3339,2,1,1,1,24,1.0
7568,2,1,2,0,9,0.0
2317,2,1,2,0,11,1.0
9091,2,1,2,0,11,2.0
5304,2,1,2,1,8,0.0
12045,2,1,2,1,10,1.0
9565,2,1,2,1,14,2.0
8989,2,1,2,1,16,1.0
11433,2,1,2,1,17,3.0
4878,2,1,2,1,21,0.0
8722,2,1,2,1,23,2.0
10374,2,1,2,1,24,1.0
1196,2,1,3,0,5,0.0
2331,2,1,3,0,5,1.0
4332,2,1,3,0,9,2.0
6234,2,1,3,0,10,0.0
1207,2,1,3,0,10,2.0
5425,2,1,3,0,12,1.0
1451,2,1,3,0,17,1.0
3204,2,1,3,0,24,1.0
7126,2,1,3,1,7,2.0
9595,2,1,3,1,8,2.0
7405,2,1,3,1,9,2.0
3285,2,1,3,1,10,1.0
9184,2,1,3,1,11,0.0
1756,2,1,3,1,12,1.0
10409,2,1,3,1,13,2.0
6029,2,1,3,1,15,0.0
8779,2,1,4,0,17,2.0
3017,2,1,4,0,18,0.0
9429,2,1,4,0,23,0.0
1028,2,1,4,1,19,0.0
5103,2,1,4,1,20,1.0
6770,2,1,5,0,1,0.0
9992,2,1,5,0,1,0.0
146,2,1,5,0,1,1.0
8462,2,1,5,0,2,0.0
1114,2,1,5,0,4,0.0
7286,2,1,5,0,5,0.0
8777,2,1,5,0,5,0.0
251,2,1,5,0,5,1.0
2549,2,1,5,0,5,1.0
9409,2,1,5,0,5,1.0
1441,2,1,5,0,6,1.0
5417,2,1,5,0,6,1.0
1604,2,1,5,0,6,5.0
2799,2,1,5,0,7,0.0
4634,2,1,5,0,7,0.0
8160,2,1,5,0,7,0.0
8330,2,1,5,0,7,0.0
8388,2,1,5,0,7,0.0
9645,2,1,5,0,7,0.0
