,TOTSQFT_C,YEARMADERANGE,ROOFTYPE,TREESHAD,MONEYPY,KWH_C
9673,0,4,-2,1,14,0.0
4111,0,4,-2,1,19,0.0
10953,0,4,2,0,6,1.0
7080,0,4,2,0,6,2.0
3641,0,4,2,0,8,0.0
1891,0,4,2,0,12,0.0
5064,0,4,2,1,6,0.0
778,0,4,3,0,1,0.0
6924,0,4,3,0,1,3.0
28,0,4,3,0,2,0.0
9519,0,4,3,0,2,1.0
7864,0,4,3,0,2,2.0
11077,0,4,3,0,5,2.0
5418,0,4,3,0,6,1.0
3475,0,4,3,0,6,3.0
9083,0,4,3,0,7,1.0
9649,0,4,3,0,7,1.0
5566,0,4,3,0,7,2.0
2989,0,4,3,0,8,1.0
5268,0,4,3,0,8,1.0
553,0,4,3,0,9,2.0
9050,0,4,3,0,10,1.0
8078,0,4,3,0,20,2.0
7841,0,4,3,1,2,0.0
10849,0,4,3,1,4,1.0
5471,0,4,3,1,5,0.0
11019,0,4,3,1,5,0.0
10607,0,4,3,1,5,2.0
8527,0,4,3,1,5,3.0
7383,0,4,3,1,7,0.0
12004,0,4,3,1,11,0.0
7921,0,4,3,1,12,1.0
272,0,4,3,1,17,2.0
4871,0,4,5,0,1,1.0
9812,0,4,5,0,3,2.0
8538,0,4,5,0,4,0.0
12006,0,4,5,0,6,0.0
3269,0,4,5,0,6,2.0
5051,0,4,5,0,7,0.0
11604,0,4,5,0,7,0.0
7221,0,4,5,0,9,0.0
1293,0,4,5,0,12,2.0
2635,0,4,5,0,14,0.0
3743,0,4,5,1,10,1.0
8696,0,4,5,1,18,1.0
4424,0,4,6,0,6,1.0
3994,0,4,6,0,8,0.0
2130,0,4,6,1,1,0.0
5320,0,4,6,1,1,0.0
6486,0,4,6,1,16,1.0
5746,0,4,8,0,5,0.0
714,0,4,8,0,8,1.0
2976,0,4,8,1,5,0.0
4812,0,4,8,1,9,1.0
2990,0,5,-2,0,1,0.0
8923,0,5,-2,0,5,1.0
3538,0,5,-2,0,7,0.0
4415,0,5,-2,0,10,0.0
5310,0,5,-2,0,10,0.0
3471,0,5,-2,0,10,1.0
4962,0,5,-2,0,15,1.0
7123,0,5,-2,0,21,0.0
10172,0,5,-2,1,6,0.0
1095,0,5,-2,1,11,0.0
3101,0,5,-2,1,13,0.0
8695,0,5,-2,1,13,0.0
5167,0,5,-2,1,19,1.0
9370,0,5,1,1,14,1.0
5106,0,5,2,0,5,2.0
2106,0,5,2,1,8,2.0
12064,0,5,3,0,5,0.0
1404,0,5,3,0,5,5.0
2802,0,5,3,0,6,2.0
3587,0,5,3,0,8,0.0
2690,0,5,3,0,8,2.0
2890,0,5,3,0,8,3.0
3502,0,5,3,0,9,0.0
10216,0,5,3,0,9,1.0
4444,0,5,3,1,1,0.0
8074,0,5,3,1,5,1.0
11276,0,5,3,1,5,2.0
637,0,5,3,1,6,0.0
3117,0,5,3,1,6,0.0
8463,0,5,3,1,8,1.0
3504,0,5,3,1,12,1.0
7316,0,5,4,1,6,0.0
7858,0,5,5,0,6,1.0
1243,0,5,5,0,17,0.0
8917,0,5,5,0,21,1.0
2116,0,5,5,1,6,1.0
2881,0,5,5,1,9,0.0
2776,0,5,5,1,14,1.0
11735,0,5,6,0,6,0.0
1335,0,6,-2,0,3,1.0
9380,0,6,-2,0,10,1.0
10308,0,6,-2,0,24,0.0
1381,0,6,-2,1,6,1.0
7028,0,6,-2,1,13,0.0
8306,0,6,2,0,5,1.0
11869,0,6,3,0,5,0.0
5993,0,6,3,0,6,1.0
7978,0,6,3,0,8,1.0
4361,0,6,3,0,9,1.0
3644,0,6,3,1,4,2.0
1002,0,6,3,1,5,1.0
5934,0,6,3,1,7,1.0
3960,0,6,5,0,3,1.0
11683,0,6,5,1,5,0.0
7100,0,6,5,1,5,1.0
2604,0,6,5,1,11,3.0
5724,0,6,6,1,7,0.0
603,0,7,-2,0,2,0.0
8045,0,7,-2,0,13,0.0
10540,0,7,-2,1,7,0.0
10935,0,7,3,0,11,3.0
7328,0,7,3,1,5,0.0
11565,0,7,3,1,15,1.0
2385,0,7,5,0,7,0.0
7885,0,7,5,1,11,2.0
7265,0,8,-2,0,24,0.0
527,0,8,3,0,2,0.0
3832,0,8,3,1,4,0.0
11899,0,8,4,0,5,1.0
2016,0,8,5,0,14,2.0
8793,0,8,8,1,12,0.0
7741,1,1,-2,0,1,0.0
12043,1,1,-2,0,1,1.0
4469,1,1,-2,0,7,1.0
2231,1,1,-2,0,8,0.0
12022,1,1,-2,0,10,0.0
10863,1,1,-2,0,10,1.0
3298,1,1,-2,0,11,0.0
9278,1,1,-2,0,16,1.0
7484,1,1,-2,0,23,1.0
10893,1,1,-2,0,23,1.0
4841,1,1,-2,0,24,1.0
9987,1,1,-2,0,24,1.0
3046,1,1,-2,1,2,0.0
9684,1,1,-2,1,2,0.0
3369,1,1,-2,1,7,0.0
4684,1,1,-2,1,8,0.0
6795,1,1,-2,1,23,0.0
7321,1,1,-2,1,24,0.0
449,1,1,1,1,18,3.0
3230,1,1,2,0,1,0.0
3443,1,1,2,0,5,0.0
10940,1,1,2,0,5,0.0
7207,1,1,2,0,5,1.0
9665,1,1,2,0,6,0.0
6538,1,1,2,0,8,0.0
9778,1,1,2,0,8,0.0
10697,1,1,2,0,8,0.0
776,1,1,2,0,10,2.0
11342,1,1,2,0,10,2.0
2526,1,1,2,0,11,1.0
11861,1,1,2,0,12,0.0
385,1,1,2,0,15,1.0
6341,1,1,2,0,22,0.0
7170,1,1,2,0,24,0.0
4618,1,1,2,1,4,0.0
5722,1,1,2,1,4,1.0
6715,1,1,2,1,6,1.0
2638,1,1,2,1,7,0.0
5819,1,1,2,1,9,0.0
4273,1,1,2,1,9,1.0
11623,1,1,2,1,10,1.0
3718,1,1,2,1,12,2.0
10257,1,1,3,0,3,0.0
9937,1,1,3,0,4,1.0
10621,1,1,3,0,5,0.0
6475,1,1,3,0,5,2.0
4648,1,1,3,0,6,0.0
3540,1,1,3,0,7,2.0
10183,1,1,3,0,15,1.0
4953,1,1,3,1,9,1.0
5749,1,1,3,1,15,1.0
1660,1,1,3,1,19,1.0
7249,1,1,3,1,21,2.0
577,1,1,3,1,23,2.0
1929,1,1,4,0,1,0.0
6605,1,1,5,0,1,1.0
1816,1,1,5,0,2,5.0
11827,1,1,5,0,3,1.0
1999,1,1,5,0,4,4.0
2034,1,1,5,0,5,0.0
3729,1,1,5,0,5,0.0
5550,1,1,5,0,5,1.0
6877,1,1,5,0,5,1.0
10118,1,1,5,0,5,1.0
640,1,1,5,0,5,3.0
3943,1,1,5,0,5,5.0
5508,1,1,5,0,6,1.0
8518,1,1,5,0,6,1.0
199,1,1,5,0,7,0.0
4500,1,1,5,0,7,0.0
4965,1,1,5,0,7,0.0
8592,1,1,5,0,7,0.0
9850,1,1,5,0,7,0.0
9924,1,1,5,0,7,1.0
10088,1,1,5,0,7,1.0
12056,1,1,5,0,7,1.0
6416,1,1,5,0,7,2.0
5184,1,1,5,0,7,4.0
922,1,1,5,0,8,0.0
4011,1,1,5,0,8,0.0
7537,1,1,5,0,8,0.0
7529,1,1,5,0,8,1.0
2979,1,1,5,0,9,1.0
10128,1,1,5,0,9,1.0
2804,1,1,5,0,10,0.0
10096,1,1,5,0,10,0.0
11426,1,1,5,0,10,1.0
5789,1,1,5,0,10,3.0
5597,1,1,5,0,11,0.0
11009,1,1,5,0,11,2.0
284,1,1,5,0,12,0.0
3829,1,1,5,0,12,0.0
7676,1,1,5,0,12,0.0
4559,1,1,5,0,12,1.0
6357,1,1,5,0,12,1.0
8091,1,1,5,0,12,1.0
8368,1,1,5,0,12,1.0
2933,1,1,5,0,12,4.0
576,1,1,5,0,13,1.0
6248,1,1,5,0,14,1.0
4405,1,1,5,0,15,0.0
1899,1,1,5,0,16,1.0
4309,1,1,5,0,16,1.0
9208,1,1,5,0,16,1.0
12038,1,1,5,0,16,1.0
1216,1,1,5,0,17,1.0
7355,1,1,5,0,17,1.0
6781,1,1,5,0,18,0.0
8936,1,1,5,0,20,0.0
11208,1,1,5,0,21,2.0
7990,1,1,5,0,22,0.0
507,1,1,5,0,23,0.0
5823,1,1,5,0,24,0.0
10224,1,1,5,0,24,0.0
8294,1,1,5,0,24,1.0
4859,1,1,5,0,24,2.0
11826,1,1,5,0,24,2.0
5714,1,1,5,1,1,0.0
8215,1,1,5,1,1,0.0
5833,1,1,5,1,1,1.0
1464,1,1,5,1,2,2.0
9075,1,1,5,1,3,0.0
10474,1,1,5,1,4,0.0
6348,1,1,5,1,5,0.0
9154,1,1,5,1,5,0.0
10548,1,1,5,1,5,0.0
905,1,1,5,1,5,1.0
2962,1,1,5,1,5,1.0
3831,1,1,5,1,5,1.0
6336,1,1,5,1,5,1.0
7298,1,1,5,1,5,1.0
11975,1,1,5,1,5,1.0
2723,1,1,5,1,5,3.0
4249,1,1,5,1,6,0.0
1146,1,1,5,1,7,0.0
8295,1,1,5,1,7,1.0
8570,1,1,5,1,7,1.0
8979,1,1,5,1,7,1.0
5430,1,1,5,1,7,2.0
3184,1,1,5,1,8,0.0
7196,1,1,5,1,8,0.0
11446,1,1,5,1,8,0.0
4991,1,1,5,1,8,1.0
8366,1,1,5,1,8,1.0
11449,1,1,5,1,8,1.0
1378,1,1,5,1,8,4.0
10121,1,1,5,1,8,4.0
2365,1,1,5,1,9,0.0
7638,1,1,5,1,9,0.0
7721,1,1,5,1,9,0.0
6691,1,1,5,1,9,1.0
6953,1,1,5,1,9,1.0
8670,1,1,5,1,9,1.0
4448,1,1,5,1,9,2.0
8139,1,1,5,1,9,3.0
5420,1,1,5,1,10,0.0
4471,1,1,5,1,10,1.0
10554,1,1,5,1,10,1.0
3398,1,1,5,1,11,0.0
3801,1,1,5,1,11,1.0
2977,1,1,5,1,11,2.0
5328,1,1,5,1,11,2.0
9760,1,1,5,1,12,0.0
4141,1,1,5,1,12,1.0
10900,1,1,5,1,12,1.0
8044,1,1,5,1,14,2.0
990,1,1,5,1,15,1.0
10610,1,1,5,1,15,1.0
11044,1,1,5,1,15,1.0
6910,1,1,5,1,16,1.0
6745,1,1,5,1,16,2.0
9490,1,1,5,1,17,1.0
8142,1,1,5,1,18,0.0
8181,1,1,5,1,18,3.0
11770,1,1,5,1,20,2.0
5131,1,1,5,1,21,1.0
4188,1,1,5,1,21,2.0
11935,1,1,5,1,22,0.0
5110,1,1,5,1,23,1.0
11497,1,1,5,1,23,1.0
5883,1,1,5,1,24,0.0
11296,1,1,5,1,24,0.0
10303,1,1,5,1,24,1.0
6964,1,1,6,0,5,0.0
9683,1,1,6,0,5,0.0
2632,1,1,6,0,6,0.0
4300,1,1,6,0,7,1.0
2618,1,1,6,0,8,0.0
908,1,1,6,0,9,1.0
6068,1,1,6,0,10,1.0
1562,1,1,6,0,11,2.0
8420,1,1,6,0,13,0.0
10256,1,1,6,0,20,0.0
6195,1,1,6,0,23,0.0
1769,1,1,6,0,24,0.0
283,1,1,6,0,24,2.0
362,1,1,6,1,1,0.0
4396,1,1,6,1,3,0.0
2904,1,1,6,1,4,1.0
5073,1,1,6,1,5,1.0
6226,1,1,6,1,5,1.0
7361,1,1,6,1,5,1.0
10052,1,1,6,1,6,0.0
2577,1,1,6,1,6,1.0
2868,1,1,6,1,6,1.0
7648,1,1,6,1,7,0.0
11744,1,1,6,1,7,0.0
1357,1,1,6,1,7,1.0
11811,1,1,6,1,8,1.0
6570,1,1,6,1,9,0.0
7605,1,1,6,1,9,2.0
9786,1,1,6,1,10,1.0
3967,1,1,6,1,11,0.0
8758,1,1,6,1,11,1.0
10773,1,1,6,1,11,2.0
3096,1,1,6,1,12,1.0
698,1,1,6,1,13,0.0
10237,1,1,6,1,13,0.0
11837,1,1,6,1,13,2.0
8234,1,1,6,1,14,1.0
6225,1,1,6,1,15,1.0
10161,1,1,6,1,15,2.0
1314,1,1,6,1,16,0.0
11549,1,1,6,1,16,3.0
3649,1,1,6,1,19,4.0
994,1,1,6,1,20,1.0
11551,1,1,6,1,21,1.0
924,1,1,6,1,23,0.0
9230,1,1,6,1,23,0.0
10365,1,1,6,1,23,0.0
6402,1,1,6,1,24,1.0
5873,1,1,8,0,5,0.0
6382,1,1,8,1,4,0.0
9746,1,1,8,1,21,0.0
7274,1,2,-2,0,5,0.0
7564,1,2,-2,0,10,0.0
12015,1,2,-2,0,22,0.0
5018,1,2,-2,0,24,0.0
2141,1,2,-2,1,10,0.0
8566,1,2,1,0,24,0.0
7293,1,2,1,1,3,0.0
4363,1,2,1,1,12,1.0
7380,1,2,2,0,5,0.0
7134,1,2,2,0,5,2.0
8464,1,2,2,0,9,1.0
3862,1,2,2,0,23,1.0
4007,1,2,2,1,1,0.0
9078,1,2,2,1,5,1.0
10898,1,2,2,1,5,1.0
4451,1,2,2,1,8,0.0
8617,1,2,2,1,9,1.0
2924,1,2,2,1,9,3.0
6543,1,2,2,1,10,1.0
5694,1,2,2,1,12,2.0
8082,1,2,2,1,12,3.0
10885,1,2,2,1,16,1.0
7602,1,2,2,1,18,1.0
1977,1,2,3,0,4,0.0
3199,1,2,3,0,6,1.0
2615,1,2,3,0,7,2.0
6295,1,2,3,0,8,1.0
8927,1,2,3,0,11,2.0
3544,1,2,3,1,5,0.0
9369,1,2,3,1,6,1.0
5607,1,2,3,1,8,1.0
4032,1,2,3,1,9,2.0
5332,1,2,3,1,15,0.0
1481,1,2,4,0,1,0.0
3796,1,2,4,0,7,0.0
7394,1,2,4,0,7,0.0
4287,1,2,4,1,12,3.0
2002,1,2,4,1,21,1.0
8168,1,2,5,0,2,1.0
971,1,2,5,0,4,1.0
4470,1,2,5,0,4,1.0
2406,1,2,5,0,5,0.0
10198,1,2,5,0,5,0.0
3867,1,2,5,0,5,1.0
8059,1,2,5,0,5,1.0
4331,1,2,5,0,6,0.0
5641,1,2,5,0,6,0.0
4718,1,2,5,0,6,1.0
7773,1,2,5,0,6,2.0
426,1,2,5,0,7,1.0
11947,1,2,5,0,7,1.0
1505,1,2,5,0,7,2.0
2675,1,2,5,0,8,0.0
7007,1,2,5,0,8,0.0
8286,1,2,5,0,8,0.0
304,1,2,5,0,8,1.0
4040,1,2,5,0,8,1.0
9069,1,2,5,0,8,3.0
3012,1,2,5,0,9,0.0
9588,1,2,5,0,9,0.0
1804,1,2,5,0,9,1.0
5601,1,2,5,0,9,1.0
11889,1,2,5,0,10,1.0
1553,1,2,5,0,11,0.0
8911,1,2,5,0,11,0.0
1632,1,2,5,0,11,1.0
10680,1,2,5,0,12,0.0
3124,1,2,5,0,12,1.0
6095,1,2,5,0,12,2.0
7952,1,2,5,0,12,2.0
11023,1,2,5,0,12,2.0
1785,1,2,5,0,12,3.0
10521,1,2,5,0,13,0.0
2658,1,2,5,0,13,1.0
793,1,2,5,0,14,1.0
883,1,2,5,0,14,1.0
8906,1,2,5,0,14,1.0
6887,1,2,5,0,14,2.0
4703,1,2,5,0,15,1.0
5377,1,2,5,0,15,1.0
6979,1,2,5,0,15,2.0
10111,1,2,5,0,17,1.0
149,1,2,5,0,19,0.0
202,1,2,5,0,20,3.0
11787,1,2,5,0,23,3.0
7528,1,2,5,0,24,1.0
11888,1,2,5,0,24,1.0
5606,1,2,5,0,24,2.0
5700,1,2,5,1,1,1.0
1550,1,2,5,1,4,0.0
8491,1,2,5,1,4,0.0
6115,1,2,5,1,4,1.0
1768,1,2,5,1,5,0.0
4225,1,2,5,1,5,0.0
4408,1,2,5,1,5,0.0
11059,1,2,5,1,5,0.0
7158,1,2,5,1,5,1.0
4671,1,2,5,1,5,2.0
198,1,2,5,1,6,1.0
2433,1,2,5,1,6,1.0
4958,1,2,5,1,7,0.0
7807,1,2,5,1,7,0.0
11883,1,2,5,1,7,0.0
5638,1,2,5,1,7,1.0
931,1,2,5,1,7,2.0
8534,1,2,5,1,8,0.0
10244,1,2,5,1,8,0.0
4660,1,2,5,1,8,1.0
7937,1,2,5,1,8,1.0
9197,1,2,5,1,8,1.0
5495,1,2,5,1,9,1.0
8869,1,2,5,1,9,1.0
10657,1,2,5,1,9,1.0
10729,1,2,5,1,9,1.0
9790,1,2,5,1,9,2.0
10799,1,2,5,1,9,4.0
4090,1,2,5,1,9,5.0
320,1,2,5,1,10,1.0
4089,1,2,5,1,10,1.0
9483,1,2,5,1,10,1.0
9488,1,2,5,1,10,1.0
1503,1,2,5,1,10,2.0
6868,1,2,5,1,10,2.0
10184,1,2,5,1,10,2.0
1846,1,2,5,1,11,1.0
5066,1,2,5,1,11,1.0
6900,1,2,5,1,12,0.0
8128,1,2,5,1,12,0.0
2541,1,2,5,1,12,1.0
258,1,2,5,1,13,1.0
6759,1,2,5,1,14,0.0
6983,1,2,5,1,14,0.0
1083,1,2,5,1,14,1.0
3069,1,2,5,1,14,1.0
9311,1,2,5,1,14,2.0
1861,1,2,5,1,15,1.0
5324,1,2,5,1,15,2.0
10802,1,2,5,1,16,0.0
7866,1,2,5,1,16,1.0
4532,1,2,5,1,16,2.0
5730,1,2,5,1,17,1.0
10753,1,2,5,1,19,0.0
4756,1,2,5,1,20,1.0
9193,1,2,5,1,20,1.0
2290,1,2,5,1,21,2.0
3198,1,2,5,1,21,2.0
4621,1,2,5,1,21,2.0
9658,1,2,5,1,22,0.0
6935,1,2,5,1,23,1.0
10177,1,2,5,1,24,0.0
5621,1,2,5,1,24,1.0
8343,1,2,5,1,24,1.0
8653,1,2,5,1,24,1.0
6898,1,2,5,1,24,3.0
3510,1,2,6,0,4,0.0
7246,1,2,6,0,4,0.0
8300,1,2,6,0,7,0.0
2700,1,2,6,0,7,1.0
4285,1,2,6,0,8,2.0
1820,1,2,6,0,9,1.0
11954,1,2,6,0,10,2.0
2328,1,2,6,0,12,1.0
11875,1,2,6,0,13,0.0
2440,1,2,6,0,15,3.0
9152,1,2,6,1,6,2.0
2462,1,2,6,1,8,1.0
6190,1,2,6,1,8,3.0
5088,1,2,6,1,9,2.0
7574,1,2,6,1,10,0.0
9849,1,2,6,1,10,0.0
10035,1,2,6,1,10,0.0
4920,1,2,6,1,10,1.0
3680,1,2,6,1,12,1.0
4498,1,2,6,1,12,1.0
8408,1,2,6,1,12,1.0
11881,1,2,6,1,12,3.0
7820,1,2,6,1,13,1.0
9163,1,2,6,1,15,0.0
503,1,2,6,1,16,0.0
8029,1,2,6,1,16,1.0
10511,1,2,6,1,17,0.0
1606,1,2,6,1,21,1.0
9843,1,2,6,1,21,1.0
4528,1,2,6,1,23,1.0
7867,1,2,6,1,23,2.0
11799,1,2,6,1,24,1.0
6883,1,2,7,0,6,1.0
10727,1,2,7,1,18,0.0
7825,1,2,8,0,5,2.0
5231,1,2,8,0,7,0.0
3859,1,2,8,0,7,1.0
11091,1,2,8,0,11,1.0
11991,1,2,8,1,15,0.0
2953,1,3,-2,0,4,0.0
3701,1,3,-2,0,5,0.0
7985,1,3,-2,0,8,1.0
602,1,3,-2,0,10,0.0
7026,1,3,-2,0,10,0.0
4072,1,3,-2,0,10,1.0
5406,1,3,-2,0,12,0.0
418,1,3,-2,0,12,1.0
1410,1,3,-2,0,13,0.0
5172,1,3,-2,0,15,0.0
1059,1,3,-2,0,22,0.0
1868,1,3,-2,0,23,1.0
1644,1,3,-2,0,24,1.0
9725,1,3,-2,1,6,0.0
2252,1,3,-2,1,6,2.0
9353,1,3,-2,1,13,0.0
5454,1,3,-2,1,16,0.0
8610,1,3,-2,1,24,0.0
6356,1,3,1,0,5,0.0
3032,1,3,1,0,7,1.0
3819,1,3,1,0,7,1.0
3302,1,3,1,0,9,1.0
9206,1,3,1,0,10,1.0
11065,1,3,1,0,11,1.0
1424,1,3,2,0,6,0.0
3169,1,3,2,0,9,4.0
469,1,3,2,0,10,1.0
2585,1,3,2,0,10,2.0
1125,1,3,2,0,10,3.0
710,1,3,2,0,12,2.0
11832,1,3,2,0,15,2.0
5372,1,3,2,1,8,2.0
3563,1,3,2,1,10,0.0
3817,1,3,3,0,4,0.0
1642,1,3,3,0,5,1.0
4594,1,3,3,0,6,0.0
8904,1,3,3,0,8,5.0
5227,1,3,3,0,10,0.0
3098,1,3,3,0,22,3.0
8151,1,3,3,0,23,2.0
1175,1,3,3,1,5,0.0
3057,1,3,3,1,5,3.0
3389,1,3,3,1,10,1.0
3361,1,3,3,1,12,4.0
5061,1,3,5,0,4,1.0
477,1,3,5,0,5,1.0
1336,1,3,5,0,5,1.0
4886,1,3,5,0,5,1.0
2304,1,3,5,0,7,3.0
4082,1,3,5,0,8,1.0
9594,1,3,5,0,8,1.0
11525,1,3,5,0,8,1.0
9150,1,3,5,0,8,2.0
11432,1,3,5,0,8,2.0
6821,1,3,5,0,9,1.0
8370,1,3,5,0,9,1.0
9015,1,3,5,0,9,1.0
7800,1,3,5,0,9,2.0
9567,1,3,5,0,9,3.0
8358,1,3,5,0,11,1.0
218,1,3,5,0,12,2.0
7477,1,3,5,0,13,1.0
1713,1,3,5,0,13,2.0
9175,1,3,5,0,14,0.0
10956,1,3,5,0,15,0.0
9720,1,3,5,0,15,1.0
5187,1,3,5,0,17,1.0
2313,1,3,5,0,19,1.0
1300,1,3,5,0,22,0.0
2520,1,3,5,0,23,0.0
11593,1,3,5,0,23,0.0
3338,1,3,5,0,23,1.0
378,1,3,5,0,24,3.0
2663,1,3,5,1,1,0.0
1684,1,3,5,1,1,1.0
3372,1,3,5,1,3,1.0
4337,1,3,5,1,4,0.0
8530,1,3,5,1,4,0.0
2786,1,3,5,1,4,1.0
8597,1,3,5,1,5,0.0
365,1,3,5,1,6,0.0
457,1,3,5,1,7,0.0
10596,1,3,5,1,7,0.0
9651,1,3,5,1,7,1.0
12018,1,3,5,1,7,1.0
2456,1,3,5,1,7,2.0
2090,1,3,5,1,8,0.0
1916,1,3,5,1,9,0.0
2946,1,3,5,1,9,0.0
618,1,3,5,1,9,1.0
8593,1,3,5,1,9,1.0
9153,1,3,5,1,10,0.0
1076,1,3,5,1,10,3.0
8166,1,3,5,1,11,1.0
8991,1,3,5,1,11,1.0
8349,1,3,5,1,11,3.0
1533,1,3,5,1,12,0.0
3741,1,3,5,1,12,1.0
3159,1,3,5,1,12,2.0
2823,1,3,5,1,13,0.0
7041,1,3,5,1,13,0.0
9210,1,3,5,1,13,1.0
11317,1,3,5,1,13,2.0
6427,1,3,5,1,13,3.0
10453,1,3,5,1,15,1.0
10707,1,3,5,1,16,2.0
794,1,3,5,1,19,1.0
6585,1,3,5,1,23,3.0
3227,1,3,6,0,3,0.0
2730,1,3,6,0,5,2.0
4083,1,3,6,0,6,0.0
6179,1,3,6,0,9,2.0
5748,1,3,6,0,10,0.0
4699,1,3,6,0,10,1.0
9092,1,3,6,0,10,1.0
2183,1,3,6,0,13,1.0
9643,1,3,6,0,24,0.0
2133,1,3,6,1,1,1.0
348,1,3,6,1,3,0.0
2725,1,3,6,1,5,1.0
7463,1,3,6,1,5,1.0
11760,1,3,6,1,5,1.0
7144,1,3,6,1,6,1.0
5323,1,3,6,1,7,1.0
11454,1,3,6,1,7,3.0
10097,1,3,6,1,8,2.0
3074,1,3,6,1,9,1.0
5526,1,3,6,1,9,1.0
3749,1,3,6,1,10,1.0
6291,1,3,6,1,10,1.0
7441,1,3,6,1,11,1.0
1013,1,3,6,1,12,1.0
5614,1,3,6,1,12,1.0
4486,1,3,6,1,12,2.0
8047,1,3,6,1,12,2.0
5975,1,3,6,1,12,4.0
2392,1,3,6,1,13,1.0
7357,1,3,6,1,13,1.0
9808,1,3,6,1,14,4.0
10219,1,3,6,1,21,1.0
6437,1,3,6,1,24,3.0
64,1,3,7,0,11,1.0
1814,1,3,8,0,3,1.0
9067,1,4,-2,0,3,0.0
1678,1,4,-2,0,5,0.0
7427,1,4,-2,0,6,0.0
2533,1,4,-2,0,6,1.0
9545,1,4,-2,0,7,1.0
5242,1,4,-2,0,8,0.0
5885,1,4,-2,0,8,0.0
4713,1,4,-2,0,8,1.0
827,1,4,-2,0,9,1.0
5236,1,4,-2,0,9,1.0
7748,1,4,-2,0,11,0.0
246,1,4,-2,0,12,0.0
3767,1,4,-2,0,12,1.0
8539,1,4,-2,0,12,1.0
11578,1,4,-2,0,13,1.0
4390,1,4,-2,0,13,2.0
992,1,4,-2,0,15,0.0
7749,1,4,-2,0,15,0.0
11817,1,4,-2,0,16,0.0
4817,1,4,-2,0,16,1.0
6207,1,4,-2,0,16,1.0
6496,1,4,-2,0,17,0.0
1491,1,4,-2,0,19,1.0
1234,1,4,-2,1,5,0.0
10824,1,4,-2,1,7,0.0
6333,1,4,-2,1,10,0.0
9061,1,4,-2,1,12,0.0
11595,1,4,-2,1,12,0.0
3740,1,4,-2,1,14,0.0
3848,1,4,-2,1,14,0.0
2599,1,4,-2,1,18,1.0
4467,1,4,-2,1,20,0.0
10813,1,4,1,0,7,1.0
7251,1,4,1,0,8,1.0
